,Assistant professors,Associate professors,College,Full professors,Instructors,Student-fac. ratio
0,109800.0,120900.0,Harvard University,198400.0,56700.0,7 to 1
1,102300.0,114200.0,University of Chicago,198200.0,60100.0,6 to 1
2,99000.0,125000.0,Columbia University,197800.0,129600.0,6 to 1
3,109800.0,131200.0,Stanford University,195400.0,,10 to 1
4,94200.0,123700.0,Princeton University,193800.0,76800.0,6 to 1
5,99700.0,106100.0,New York University,182400.0,,11 to 1
6,112300.0,117800.0,University of Pennsylvania,181600.0,,6 to 1
7,89700.0,108600.0,Yale University,180400.0,,6 to 1
8,96000.0,114500.0,Duke University,175300.0,,8 to 1
9,111300.0,121300.0,California Institute of Technology,175000.0,45300.0,3 to 1
10,96800.0,100200.0,Washington University in St. Louis,172400.0,,7 to 1
11,98900.0,110200.0,Northwestern University,172100.0,,7 to 1
12,102800.0,120300.0,Massachusetts Institute of Technology,171800.0,57100.0,8 to 1
13,89700.0,107300.0,Yeshiva University,170900.0,63600.0,6 to 1
14,100000.0,125600.0,Babson College,167300.0,,14 to 1
15,94400.0,109000.0,Georgetown University,167100.0,,11 to 1
16,89900.0,120200.0,New Jersey Institute of Technology,166600.0,79000.0,15 to 1
17,87400.0,107400.0,University of California at Los Angeles,162600.0,,16 to 1
18,89700.0,108500.0,Dartmouth College,162100.0,,8 to 1
19,97000.0,113000.0,Cornell University,161800.0,,12 to 1
20,86600.0,106000.0,Rice University,159500.0,54800.0,8 to 1
21,76500.0,98600.0,Vanderbilt University,158300.0,55300.0,8 to 1
22,86500.0,101600.0,Emory University,158000.0,,7 to 1
23,82300.0,99300.0,Brown University,156700.0,,9 to 1
24,75000.0,101300.0,American University,156100.0,50400.0,13 to 1
25,93300.0,105300.0,University of Southern California,155900.0,66600.0,9 to 1
26,86100.0,99700.0,Boston College,154300.0,82800.0,16 to 1
27,92300.0,104600.0,University of California at Berkeley,154000.0,44600.0,16 to 1
28,84200.0,103100.0,George Washington University,152000.0,62400.0,13 to 1
29,87800.0,105000.0,Boston University,151700.0,53300.0,13 to 1
30,90200.0,97200.0,University of Notre Dame,150200.0,95000.0,10 to 1
31,79700.0,100500.0,Wellesley College,149000.0,,7 to 1
32,85800.0,98200.0,University of Michigan at Ann Arbor,148800.0,64600.0,12 to 1
33,95200.0,104400.0,Northeastern University,148400.0,,13 to 1
34,103100.0,103000.0,Bentley University,146200.0,,14 to 1
35,100200.0,106400.0,Rutgers University at Newark,146000.0,54900.0,15 to 1
36,78600.0,98400.0,Rutgers University at New Brunswick,145000.0,48700.0,15 to 1
37,91000.0,105200.0,Fordham University,144700.0,74600.0,14 to 1
38,80500.0,94600.0,University of North Carolina at Chapel Hill,144000.0,100600.0,14 to 1
39,93400.0,103700.0,Cornell University-NY State Statutory Colleges,143600.0,,
40,77800.0,110400.0,Claremont McKenna College,143000.0,,9 to 1
41,80600.0,101800.0,St. John's University (N.Y.),142800.0,72600.0,19 to 1
42,80800.0,99600.0,University of Maryland at Baltimore,142600.0,63200.0,10 to 1
43,93700.0,104100.0,University of Texas at Dallas,142400.0,,20 to 1
44,72100.0,101700.0,Barnard College,142300.0,62000.0,9 to 1
45,101100.0,98900.0,Carnegie Mellon University,142000.0,,12 to 1
46,86300.0,99800.0,Santa Clara University,141900.0,,13 to 1
47,73400.0,89800.0,Rutgers University at Camden,141800.0,49000.0,14 to 1
48,80300.0,95000.0,University of Virginia,141600.0,50500.0,16 to 1
49,86800.0,94600.0,Georgia Institute of Technology,141300.0,,19 to 1
50,81100.0,92000.0,University of Miami,140800.0,76400.0,11 to 1
51,87000.0,90900.0,University of California at San Diego,140700.0,,19 to 1
52,77600.0,98000.0,Hofstra University,140700.0,74700.0,14 to 1
53,83900.0,89900.0,University of Texas at Austin,140700.0,,18 to 1
54,86100.0,104000.0,University of San Francisco,140500.0,74100.0,15 to 1
55,78100.0,99500.0,State University of New York at Stony Brook,140500.0,49900.0,18 to 1
56,81600.0,95600.0,University of Delaware,140300.0,64800.0,15 to 1
57,71500.0,86600.0,Tulane University,140200.0,69300.0,11 to 1
58,63500.0,93700.0,City University of New York Graduate Center,140000.0,,20 to 1
59,79100.0,106300.0,Claremont Graduate University,139800.0,,
60,89700.0,106800.0,Drexel University,139600.0,66300.0,10 to 1
61,73700.0,92300.0,University of Connecticut,139100.0,65900.0,18 to 1
62,76800.0,92900.0,Amherst College,138900.0,,9 to 1
63,78500.0,85400.0,University of California at Santa Barbara,138600.0,,17 to 1
64,79100.0,93400.0,Wake Forest University,138000.0,48000.0,11 to 1
65,83600.0,86500.0,University of Illinois at Urbana-Champaign,137200.0,57500.0,19 to 1
66,95500.0,104000.0,State University of New York Health Science Center at Brooklyn,137100.0,53900.0,3 to 1
67,80700.0,89800.0,University of California at Irvine,137000.0,,19 to 1
68,92600.0,91700.0,Southern Methodist University,136900.0,,12 to 1
69,83900.0,95700.0,University of Maryland at College Park,136300.0,60100.0,18 to 1
70,,110700.0,City University of New York School of Law at Queens College,136300.0,74900.0,
71,76600.0,93800.0,University of Richmond,136300.0,67600.0,9 to 1
72,96700.0,113100.0,Bryant University,136000.0,,16 to 1
73,77400.0,93100.0,University at Buffalo,135400.0,54900.0,16 to 1
74,76500.0,87000.0,Williams College,135100.0,,7 to 1
75,79000.0,97500.0,Tufts University,134900.0,67900.0,9 to 1
76,75000.0,90000.0,University of Pittsburgh main campus,134800.0,45300.0,14 to 1
77,75700.0,95500.0,Harvey Mudd College,134700.0,,8 to 1
78,78000.0,99400.0,Pomona College,134600.0,,7 to 1
79,78000.0,92500.0,Chapman University,134500.0,64400.0,14 to 1
80,89900.0,89700.0,Lehigh University,134300.0,,10 to 1
81,81500.0,89300.0,Ohio State University,134200.0,98000.0,19 to 1
82,79500.0,98100.0,University of Baltimore,134000.0,70500.0,20 to 1
83,70000.0,94100.0,Temple University,134000.0,55600.0,18 to 1
84,93500.0,97200.0,University of Rochester,133800.0,47100.0,11 to 1
85,76100.0,89200.0,Pennsylvania State University at University Park,132100.0,51000.0,17 to 1
86,92600.0,95800.0,Illinois Institute of Technology,131900.0,,13 to 1
87,72700.0,93400.0,Swarthmore College,131400.0,,8 to 1
88,79200.0,85800.0,Case Western Reserve University,131200.0,57600.0,9 to 1
89,71000.0,85400.0,George Mason University,130900.0,59000.0,16 to 1
90,75500.0,82900.0,University of California at Riverside,130700.0,,18 to 1
91,68500.0,92700.0,Colgate University,130700.0,57500.0,10 to 1
92,91400.0,92900.0,Rensselaer Polytechnic Institute,130200.0,,16 to 1
93,75600.0,91700.0,Smith College,130100.0,62200.0,9 to 1
94,74100.0,86400.0,University of Iowa,130000.0,40300.0,16 to 1
95,74000.0,91900.0,Bowdoin College,130000.0,,9 to 1
96,84400.0,90500.0,Brandeis University,130000.0,,9 to 1
97,79700.0,96700.0,New York Institute of Technology at Old Westbury,130000.0,79600.0,18 to 1
98,67500.0,89300.0,University of Alabama at Tuscaloosa,129900.0,45300.0,19 to 1
99,81300.0,90600.0,University of California at Davis,129400.0,,16 to 1
100,72400.0,86200.0,Wesleyan University,129200.0,,9 to 1
101,77600.0,89100.0,University of Illinois at Chicago,129200.0,60700.0,17 to 1
102,85700.0,95900.0,Worcester Polytechnic Institute,128900.0,57600.0,14 to 1
103,81000.0,84500.0,University of Houston main campus,128800.0,,23 to 1
104,78500.0,89000.0,Colorado School of Mines,128700.0,46900.0,16 to 1
105,75300.0,88000.0,Loyola University Chicago,128600.0,64800.0,14 to 1
106,69500.0,89200.0,Michigan State University,128600.0,43400.0,16 to 1
107,76300.0,91600.0,State University of New York at Albany,128500.0,,19 to 1
108,77400.0,87000.0,Indiana University at Bloomington,128400.0,,19 to 1
109,76500.0,85700.0,University of California at Merced,127700.0,,16 to 1
110,75600.0,85400.0,University of California at Santa Cruz,127400.0,,18 to 1
111,82000.0,104400.0,United States Naval Academy,127200.0,73800.0,9 to 1
112,76400.0,96000.0,Quinnipiac University,125900.0,54500.0,13 to 1
113,79100.0,86000.0,University of Minnesota-Twin Cities,125700.0,46800.0,21 to 1
114,74400.0,104000.0,Pepperdine University,125600.0,48500.0,13 to 1
115,72000.0,91900.0,Binghamton University,125600.0,56400.0,21 to 1
116,77600.0,87500.0,University of San Diego,125500.0,63300.0,15 to 1
117,77500.0,90300.0,University of Colorado at Boulder,125500.0,53900.0,18 to 1
118,72200.0,91400.0,Vassar College,125400.0,61000.0,8 to 1
119,79100.0,87100.0,Purdue University at West Lafayette,125100.0,57400.0,14 to 1
120,71300.0,83400.0,University of Alabama at Birmingham,124900.0,58100.0,17 to 1
121,71200.0,90400.0,Lafayette College,124800.0,53100.0,10 to 1
122,82000.0,90900.0,Suffolk University,124600.0,67100.0,13 to 1
123,76300.0,89100.0,University of South Florida Polytechnic,124400.0,64100.0,15 to 1
124,70300.0,90000.0,Colby College,124100.0,,10 to 1
125,77800.0,96600.0,William Paterson University,124000.0,61400.0,16 to 1
126,69800.0,89300.0,Villanova University,123700.0,60100.0,11 to 1
127,77800.0,97900.0,Adelphi University,123600.0,,11 to 1
128,72500.0,78400.0,Nova Southeastern University,123500.0,52000.0,22 to 1
129,70500.0,93500.0,Washington and Lee University,123200.0,48900.0,7 to 1
130,74400.0,88700.0,Scripps College,122900.0,,10 to 1
131,73800.0,93900.0,Pace University New York Campus,122900.0,,16 to 1
132,73700.0,85600.0,Middlebury College,122900.0,,9 to 1
133,73300.0,83800.0,Arizona State University at Tempe,122700.0,37400.0,23 to 1
134,79300.0,88300.0,University of Washington,122700.0,45300.0,12 to 1
135,72700.0,90800.0,University of Massachusetts at Amherst,122500.0,,19 to 1
136,64500.0,81900.0,Colorado College,122100.0,,10 to 1
137,69300.0,78400.0,Georgia State University,122100.0,53500.0,20 to 1
138,83000.0,100400.0,Stevens Institute of Technology,122100.0,63700.0,14 to 1
139,68500.0,86500.0,Bard College,122100.0,,10 to 1
140,68900.0,80100.0,University of Florida,121700.0,,21 to 1
141,73300.0,84400.0,Virginia Tech,121700.0,46800.0,17 to 1
142,70600.0,89800.0,Richard Stockton College of New Jersey,121500.0,,18 to 1
143,77000.0,92400.0,City College of City University of New York,121500.0,57400.0,13 to 1
144,74300.0,83300.0,University of Denver,120800.0,,12 to 1
145,74700.0,95500.0,Montclair State University,120800.0,45900.0,17 to 1
146,72000.0,89500.0,Hamilton College (N.Y.),120600.0,51800.0,9 to 1
147,75900.0,95000.0,University of Massachusetts at Lowell,120500.0,,14 to 1
148,66900.0,92100.0,Mills College,120400.0,,11 to 1
149,94900.0,98300.0,City University of New York Bernard M. Baruch College,120400.0,,18 to 1
150,70100.0,85200.0,College of the Holy Cross,120300.0,,10 to 1
151,72800.0,83100.0,Texas A&M University at College Station,120000.0,,20 to 1
152,70800.0,81800.0,University of Arizona,119900.0,34900.0,21 to 1
153,71000.0,86400.0,University of Nevada at Las Vegas,119900.0,,22 to 1
154,75400.0,87100.0,National University,119700.0,70600.0,9 to 1
155,70400.0,88000.0,DePaul University,119700.0,63600.0,17 to 1
156,67000.0,83900.0,Seton Hall University,119500.0,61400.0,14 to 1
157,71100.0,87200.0,Texas Christian University,119500.0,63000.0,13 to 1
158,71800.0,87000.0,University of Nevada at Reno,119400.0,59400.0,23 to 1
159,65400.0,81200.0,University of Central Florida,119300.0,47300.0,31 to 1
160,76700.0,94500.0,Kean University,119100.0,,19 to 1
161,90000.0,106000.0,Westchester Community College,119100.0,63400.0,22 to 1
162,73200.0,92400.0,Haverford College,118900.0,,8 to 1
163,77200.0,87900.0,University of Colorado at Denver,118800.0,54800.0,19 to 1
164,75400.0,84000.0,University of Utah,118800.0,,15 to 1
165,68100.0,83900.0,Gallaudet University,118700.0,54500.0,6 to 1
166,68800.0,79900.0,Virginia Commonwealth University,118600.0,48200.0,18 to 1
167,69100.0,83900.0,Bates College,118400.0,,10 to 1
168,64600.0,82900.0,Occidental College,118300.0,,9 to 1
169,78200.0,87300.0,State University of New York College of Optometry,118100.0,,
170,71700.0,82200.0,Carleton College,117900.0,,9 to 1
171,76500.0,93700.0,New Jersey City University,117700.0,,15 to 1
172,73400.0,85400.0,Syracuse University,117600.0,62200.0,16 to 1
173,68500.0,87000.0,College of William and Mary,117600.0,46100.0,11 to 1
174,70900.0,86300.0,Emerson College,117300.0,,16 to 1
175,72100.0,80600.0,University of South Carolina at Columbia,116900.0,45600.0,19 to 1
176,70900.0,83700.0,North Carolina State University,116800.0,68600.0,18 to 1
177,66700.0,82300.0,Duquesne University,116700.0,52700.0,14 to 1
178,75000.0,87700.0,Wayne State University,116600.0,66600.0,16 to 1
179,74300.0,88000.0,Fairfield University,116500.0,,12 to 1
180,65100.0,84500.0,Trinity College (Conn.),116100.0,,10 to 1
181,69200.0,78800.0,University of Kansas,116100.0,,20 to 1
182,74300.0,93400.0,College of New Jersey,116100.0,71900.0,13 to 1
183,66400.0,85500.0,Widener University,116100.0,70300.0,12 to 1
184,73200.0,87200.0,University of Hawaii-Manoa,116000.0,60500.0,14 to 1
185,67000.0,93900.0,Monmouth University,116000.0,47700.0,15 to 1
186,75100.0,83500.0,Iowa State University,115900.0,28000.0,17 to 1
187,75000.0,88300.0,Baylor University,115900.0,,14 to 1
188,74800.0,83700.0,Florida International University,115800.0,56100.0,28 to 1
189,76800.0,87200.0,University of Massachusetts at Boston,115700.0,,16 to 1
190,67300.0,84000.0,Union College (N.Y.),115700.0,,10 to 1
191,67100.0,86200.0,Davidson College,115700.0,,10 to 1
192,79700.0,89000.0,Long Island University-C.W. Post Campus,115500.0,60900.0,13 to 1
193,73400.0,87800.0,City University of New York John Jay College of Criminal Justice,115400.0,62100.0,18 to 1
194,71000.0,80600.0,University of Texas at San Antonio,115300.0,,25 to 1
195,65700.0,83700.0,Mount Holyoke College,115000.0,,9 to 1
196,71600.0,77600.0,University of Nebraska at Lincoln,114800.0,,20 to 1
197,75900.0,87400.0,University of Wisconsin at Madison,114700.0,60000.0,22 to 1
198,68100.0,81100.0,University of Alabama at Huntsville,114600.0,51700.0,16 to 1
199,69400.0,78900.0,Missouri University of Science and Technology,114600.0,,17 to 1
200,73100.0,83900.0,Marquette University,114600.0,55700.0,14 to 1
201,74400.0,89200.0,Hunter College of the City University of New York,114500.0,64400.0,15 to 1
202,60400.0,75400.0,Trinity University,114400.0,48000.0,9 to 1
203,73900.0,89700.0,Herbert H. Lehman College of City University of New York,114300.0,,14 to 1
204,65100.0,76500.0,University of Oklahoma at Norman,114300.0,37200.0,18 to 1
205,73000.0,83100.0,University of the Pacific,114100.0,58200.0,14 to 1
206,61700.0,75900.0,University of Missouri at Columbia,113900.0,,20 to 1
207,68900.0,84800.0,University of Vermont,113800.0,,17 to 1
208,73400.0,88500.0,City University of New York Queens College,113600.0,60200.0,17 to 1
209,75900.0,90000.0,Clarkson University,113500.0,61000.0,15 to 1
210,90600.0,95900.0,Polytechnic Institute of New York University,113400.0,49000.0,13 to 1
211,75200.0,89700.0,Pennsylvania State University (Master's level campuses),113400.0,55300.0,
212,72400.0,85900.0,Rochester Institute of Technology,113100.0,84100.0,13 to 1
213,64500.0,86600.0,Oberlin College,113100.0,50900.0,9 to 1
214,68400.0,79200.0,Catholic University of America,113000.0,57600.0,9 to 1
215,71400.0,84500.0,Bryn Mawr College,112900.0,58900.0,8 to 1
216,77100.0,98300.0,Rider University,112800.0,,12 to 1
217,69900.0,79400.0,University of North Carolina at Charlotte,112600.0,,19 to 1
218,66600.0,83700.0,Grinnell College,112400.0,,9 to 1
219,74000.0,79600.0,University of Oregon,112300.0,47700.0,23 to 1
220,75800.0,82600.0,Loyola University Maryland,112000.0,49800.0,13 to 1
221,69400.0,80200.0,Willamette University,111900.0,42400.0,10 to 1
222,67600.0,77000.0,University of Maryland-Baltimore County,111800.0,52700.0,19 to 1
223,77400.0,87500.0,Saint Joseph's University (Pa.),111700.0,,14 to 1
224,73600.0,88600.0,Pitzer College,111600.0,52900.0,12 to 1
225,69200.0,85600.0,Macalester College,111600.0,55500.0,11 to 1
226,60000.0,71600.0,St. Mary's University,111300.0,,13 to 1
227,72600.0,86000.0,University of Massachusetts at Dartmouth,111200.0,,17 to 1
228,83000.0,85200.0,Suffolk County Community College Central Administration,111200.0,60000.0,26 to 1
229,60200.0,79800.0,University of South Florida at St. Petersburg,111200.0,59300.0,19 to 1
230,68500.0,68200.0,Stetson University,111100.0,,11 to 1
231,71900.0,87600.0,City University of New York Brooklyn College,111000.0,53400.0,14 to 1
232,68300.0,87200.0,University of New Haven,110800.0,56300.0,15 to 1
233,72800.0,95200.0,Roger Williams University,110700.0,,12 to 1
234,66400.0,76800.0,Saint Louis University,110300.0,57300.0,13 to 1
235,73000.0,84100.0,Bucknell University,110300.0,,10 to 1
236,70800.0,79200.0,University of Kentucky,110000.0,,18 to 1
237,75800.0,89500.0,City University of New York Medgar Evers College,109900.0,59600.0,18 to 1
238,62100.0,69900.0,Ohio State University Agricultural Technical Institute,109900.0,,17 to 1
239,64200.0,77100.0,Whittier College,109800.0,,14 to 1
240,67200.0,74300.0,Marist College,109700.0,,15 to 1
241,69200.0,78900.0,Louisiana State University at Baton Rouge,109500.0,44100.0,22 to 1
242,67600.0,79300.0,Wright State University,109500.0,44600.0,23 to 1
243,77800.0,90200.0,Cooper Union for the Advancement of Science and Art,109300.0,,8 to 1
244,70700.0,86300.0,New York City College of Technology/City University of New York,109300.0,57200.0,17 to 1
245,68600.0,80700.0,City University of New York Queensborough Community College,109200.0,59600.0,23 to 1
246,67200.0,81000.0,Connecticut College,109100.0,,9 to 1
247,76000.0,75500.0,Florida State University,109000.0,34300.0,26 to 1
248,76600.0,83400.0,University of St. Thomas (Minn.),109000.0,88700.0,15 to 1
249,71300.0,79800.0,Colorado State University,108900.0,,18 to 1
250,62800.0,77900.0,University of Louisville,108800.0,51400.0,18 to 1
251,66200.0,78700.0,University of Mississippi,108800.0,39600.0,18 to 1
252,61600.0,83100.0,Skidmore College,108800.0,,9 to 1
253,63100.0,75500.0,University of North Carolina at Greensboro,108800.0,55800.0,17 to 1
254,68200.0,79400.0,University of Tennessee at Knoxville,108800.0,52400.0,15 to 1
255,65600.0,81700.0,Dickinson College,108600.0,52200.0,10 to 1
256,71100.0,88100.0,City University of New York College of Staten Island,108300.0,,20 to 1
257,62000.0,78500.0,University of Cincinnati,108300.0,49900.0,16 to 1
258,68400.0,78700.0,University of Dayton,108300.0,,15 to 1
259,63500.0,77800.0,University of Missouri at Kansas City,108200.0,,13 to 1
260,70300.0,79000.0,Clemson University,108000.0,54300.0,16 to 1
261,65900.0,80200.0,University of North Texas,107900.0,,23 to 1
262,75000.0,75700.0,University of Arkansas at Fayetteville,107800.0,43100.0,18 to 1
263,75300.0,79200.0,University of Georgia,107800.0,52500.0,19 to 1
264,67000.0,80500.0,University of Tulsa,107700.0,44800.0,11 to 1
265,69600.0,78100.0,Franklin & Marshall College,107700.0,59400.0,10 to 1
266,66000.0,76300.0,Auburn University,107600.0,40800.0,18 to 1
267,67000.0,79400.0,Reed College,107500.0,,10 to 1
268,64400.0,79700.0,West Virginia University,107400.0,44100.0,23 to 1
269,66100.0,79400.0,Loyola University New Orleans,107300.0,,9 to 1
270,63200.0,80400.0,Hobart and William Smith Colleges,107300.0,52400.0,11 to 1
271,67700.0,77900.0,University of South Florida,107200.0,45700.0,28 to 1
272,59700.0,76400.0,Denison University,107100.0,57500.0,10 to 1
273,70900.0,86300.0,City University of New York York College,107000.0,,18 to 1
274,66500.0,76800.0,Old Dominion University,107000.0,51100.0,21 to 1
275,64900.0,73600.0,Drake University,106800.0,53200.0,13 to 1
276,68600.0,83000.0,University of Toledo,106800.0,54600.0,19 to 1
277,65100.0,84000.0,La Salle University,106700.0,51900.0,13 to 1
278,68400.0,79600.0,Western New England University,106600.0,51300.0,14 to 1
279,67300.0,85200.0,Louisiana State University Health Sciences Center-New Orleans,106500.0,55900.0,5 to 1
280,72200.0,85100.0,University of Michigan at Dearborn,106500.0,,16 to 1
281,65400.0,78200.0,Creighton University,106500.0,55700.0,11 to 1
282,72500.0,80000.0,University of Texas at Arlington,106500.0,,24 to 1
283,87700.0,88700.0,University of Washington at Bothell,106200.0,,20 to 1
284,54000.0,67700.0,Morehouse College,105900.0,41500.0,14 to 1
285,65900.0,73600.0,Texas Tech University,105700.0,44200.0,23 to 1
286,66700.0,75700.0,University of Wyoming,105600.0,,14 to 1
287,65100.0,78000.0,Indiana University-Purdue University at Indianapolis,105500.0,,16 to 1
288,75900.0,82800.0,Michigan Technological University,105200.0,50500.0,13 to 1
289,66800.0,81700.0,La Guardia Community College of City University of New York,105200.0,56500.0,24 to 1
290,70400.0,84700.0,Slippery Rock University of Pennsylvania,105200.0,48200.0,22 to 1
291,65800.0,78900.0,University of Rhode Island,105200.0,58600.0,16 to 1
292,64300.0,77800.0,Sarah Lawrence College,105100.0,,9 to 1
293,67800.0,75300.0,Howard University,105000.0,55600.0,10 to 1
294,67700.0,79000.0,Morgan State University,104900.0,44700.0,14 to 1
295,70700.0,82600.0,Providence College,104800.0,69300.0,13 to 1
296,70100.0,84700.0,Hostos Community College of the City University of New York,104700.0,51600.0,20 to 1
297,68600.0,81600.0,City University of New York Kingsborough Community College,104700.0,59800.0,28 to 1
298,67300.0,76600.0,Kent State University,104500.0,,20 to 1
299,64500.0,82100.0,Bloomsburg University of Pennsylvania,104500.0,48700.0,22 to 1
300,65800.0,81600.0,East Stroudsburg University of Pennsylvania,104500.0,47900.0,21 to 1
301,71700.0,83100.0,City University of New York Borough of Manhattan Community College,104300.0,49700.0,24 to 1
302,58800.0,76600.0,Wheaton College (Mass.),104000.0,44100.0,10 to 1
303,67000.0,74700.0,Miami University (Ohio),103900.0,36800.0,17 to 1
304,64600.0,83000.0,Millersville University of Pennsylvania,103900.0,,23 to 1
305,67500.0,83900.0,West Chester University of Pennsylvania,103900.0,47200.0,21 to 1
306,63400.0,83200.0,Indiana University of Pennsylvania,103800.0,48800.0,21 to 1
307,69100.0,83800.0,Manhattan College,103700.0,60000.0,12 to 1
308,72500.0,82500.0,Molloy College,103700.0,67500.0,10 to 1
309,65900.0,81800.0,Clarion University of Pennsylvania,103600.0,50300.0,21 to 1
