,Assistant professors,Associate professors,College,Full professors,Instructors,Student-fac. ratio
941,51300.0,59700.0,Kansas City Kansas Community College,69900.0,44000.0,18 to 1
942,47900.0,61700.0,Kendall College of Art and Design of Ferris State University,69900.0,,
943,54400.0,58700.0,Tiffin University,69900.0,47300.0,19 to 1
944,48700.0,54300.0,University of South Carolina at Sumter,69900.0,35300.0,14 to 1
945,50200.0,57300.0,Bridgewater College,69900.0,41500.0,14 to 1
946,51600.0,62100.0,University of Puerto Rico at Ponce,69800.0,45900.0,16 to 1
947,48900.0,58900.0,Arkansas Tech University,69700.0,38300.0,18 to 1
948,47300.0,59200.0,Cecil College,69700.0,,13 to 1
949,58300.0,60200.0,BryanLGH College of Health Sciences,69600.0,50300.0,10 to 1
950,50800.0,59100.0,Cedarville University,69600.0,45100.0,15 to 1
951,49800.0,58900.0,Brenau University,69500.0,43600.0,11 to 1
952,56300.0,61500.0,Fresno Pacific University,69300.0,44100.0,16 to 1
953,53400.0,66100.0,Dickinson State University,69200.0,36700.0,15 to 1
954,48400.0,59800.0,Glenville State College,69200.0,42000.0,19 to 1
955,48500.0,57100.0,Corning Community College,69100.0,42100.0,21 to 1
956,45700.0,53100.0,Austin Community College,69100.0,,21 to 1
957,52700.0,56200.0,Western State College of Colorado,69000.0,,17 to 1
958,48800.0,57400.0,Walsh University,69000.0,36700.0,12 to 1
959,42500.0,54500.0,Western Oregon University,69000.0,35900.0,20 to 1
960,50400.0,55100.0,Converse College,69000.0,,14 to 1
961,47200.0,57000.0,Lyndon State College,69000.0,37900.0,14 to 1
962,51900.0,57800.0,University of Wisconsin at Stevens Point,69000.0,44900.0,22 to 1
963,,,College of Southern Nevada,68900.0,52500.0,26 to 1
964,53200.0,64800.0,State University of New York College of Technology at Delhi,68900.0,46500.0,14 to 1
965,54600.0,61600.0,Southside Virginia Community College,68900.0,48900.0,22 to 1
966,45200.0,56400.0,Kansas City Art Institute,68800.0,37100.0,10 to 1
967,51500.0,57600.0,University of Wisconsin at Platteville,68800.0,,22 to 1
968,50400.0,63400.0,University of West Alabama,68500.0,40400.0,18 to 1
969,48500.0,54400.0,Hiram College,68500.0,44100.0,12 to 1
970,45400.0,54700.0,La Roche College,68500.0,,12 to 1
971,44800.0,51100.0,Huntingdon College,68400.0,,13 to 1
972,45700.0,54900.0,Georgetown College,68400.0,,11 to 1
973,44600.0,53100.0,Ripon College,68400.0,,15 to 1
974,51300.0,61200.0,Bethune-Cookman University,68300.0,45600.0,17 to 1
975,47000.0,57300.0,Morningside College,68300.0,44400.0,13 to 1
976,51700.0,62600.0,Claflin University,68300.0,45200.0,14 to 1
977,55400.0,59600.0,Alcorn State University,68100.0,39900.0,17 to 1
978,53800.0,57700.0,"DeVry University (Chicago, Ill.)",68000.0,,16 to 1
979,44000.0,53200.0,Bismarck State College,67900.0,,17 to 1
980,49000.0,56200.0,Oral Roberts University,67900.0,39800.0,14 to 1
981,57600.0,61700.0,University of Dallas,67900.0,40900.0,12 to 1
982,46600.0,57700.0,University of New Mexico - Gallup,67800.0,,23 to 1
983,48900.0,54100.0,Lander University,67800.0,40300.0,17 to 1
984,51200.0,51800.0,Lone Star College system,67800.0,47200.0,18 to 1
985,49500.0,59200.0,Georgia Southwestern State University,67700.0,48800.0,20 to 1
986,54200.0,61600.0,Tidewater Community College,67700.0,48000.0,27 to 1
987,52000.0,58100.0,Freed-Hardeman University,67600.0,40700.0,15 to 1
988,47100.0,56300.0,University of Maine at Presque Isle,67500.0,,22 to 1
989,50100.0,59800.0,William Jewell College,67500.0,41700.0,11 to 1
990,50900.0,59200.0,Ursuline College,67400.0,45000.0,8 to 1
991,53300.0,62100.0,J. Sargeant Reynolds Community College,67400.0,48200.0,23 to 1
992,50100.0,57600.0,Young Harris College,67300.0,43800.0,11 to 1
993,53100.0,58100.0,College of the Ozarks,67300.0,,14 to 1
994,49400.0,58700.0,Eastern Oregon University,67200.0,40100.0,26 to 1
995,45000.0,52600.0,Vermont Technical College,67200.0,,11 to 1
996,49100.0,59100.0,Dordt College,67100.0,41300.0,14 to 1
997,45800.0,60500.0,Spring Hill College,67000.0,44500.0,15 to 1
998,47600.0,55200.0,Nebraska Wesleyan University,67000.0,42500.0,13 to 1
999,51100.0,55400.0,University of Wisconsin at Superior,67000.0,,17 to 1
1000,50800.0,58500.0,Viterbo University,66900.0,37700.0,12 to 1
1001,50200.0,56600.0,Hardin-Simmons University,66800.0,46600.0,13 to 1
1002,48200.0,52600.0,Simpson College (Iowa),66700.0,43700.0,14 to 1
1003,52900.0,58000.0,Wartburg College,66700.0,,12 to 1
1004,49500.0,56100.0,Delta State University,66700.0,47400.0,12 to 1
1005,50000.0,59200.0,Montana State University at Billings,66700.0,39200.0,19 to 1
1006,44300.0,56200.0,University of Maine at Machias,66600.0,,14 to 1
1007,51000.0,53800.0,Genesee Community College,66600.0,43900.0,28 to 1
1008,49400.0,55700.0,Lourdes University,66500.0,42500.0,11 to 1
1009,47700.0,55200.0,Alverno College,66500.0,,12 to 1
1010,51300.0,55500.0,Charleston Southern University,66400.0,44600.0,16 to 1
1011,58500.0,63400.0,Presbyterian College,66400.0,,12 to 1
1012,64200.0,62400.0,Wingate University,66300.0,42400.0,14 to 1
1013,47100.0,55000.0,Carroll College (Mont.),66200.0,40800.0,13 to 1
1014,47400.0,54700.0,Wheeling Jesuit University,66200.0,41400.0,11 to 1
1015,48200.0,55100.0,New Mexico Highlands University,66000.0,,15 to 1
1016,47600.0,55800.0,Wesleyan College,65900.0,36200.0,10 to 1
1017,48900.0,60500.0,Geneva College,65900.0,,14 to 1
1018,46800.0,54400.0,Loras College,65800.0,39700.0,12 to 1
1019,46000.0,52900.0,Hastings College,65800.0,39600.0,13 to 1
1020,50000.0,55400.0,Russell Sage College,65700.0,,14 to 1
1021,46300.0,57300.0,Malone University,65600.0,41900.0,14 to 1
1022,46000.0,58800.0,University of South Carolina at Lancaster,65600.0,48000.0,18 to 1
1023,48300.0,56400.0,Northwestern College (Minn.),65400.0,38200.0,17 to 1
1024,48300.0,55600.0,Mississippi Valley State University,65400.0,39400.0,15 to 1
1025,42200.0,50200.0,University of New Mexico-Valencia,65400.0,,27 to 1
1026,44900.0,56600.0,Hilbert College,65200.0,,14 to 1
1027,51000.0,56500.0,Covenant College,65100.0,41800.0,14 to 1
1028,46200.0,53000.0,Shorter University,65100.0,38700.0,13 to 1
1029,50800.0,51800.0,McMurry University,65100.0,39100.0,13 to 1
1030,51800.0,60300.0,Wytheville Community College,65100.0,49400.0,24 to 1
1031,46600.0,56600.0,Clinton Community College (N.Y.),65000.0,,22 to 1
1032,52500.0,58200.0,Danville Community College,65000.0,50300.0,20 to 1
1033,47200.0,54500.0,Huntington University,64900.0,44300.0,13 to 1
1034,47900.0,55300.0,Newman University,64800.0,40500.0,14 to 1
1035,51300.0,57700.0,Terra State Community College,64800.0,47400.0,22 to 1
1036,46900.0,58800.0,Bastyr University,64800.0,,9 to 1
1037,52200.0,56300.0,Bluefield State College,64800.0,34800.0,17 to 1
1038,48200.0,54700.0,Multnomah University,64700.0,40000.0,14 to 1
1039,50900.0,57600.0,Judson University (Ill.),64600.0,,10 to 1
1040,50300.0,58700.0,Germanna Community College,64600.0,48500.0,23 to 1
1041,46500.0,52300.0,Ottawa University,64500.0,40200.0,13 to 1
1042,50500.0,53000.0,Holyoke Community College,64500.0,48000.0,19 to 1
1043,50800.0,58500.0,Gardner-Webb University,64500.0,46600.0,13 to 1
1044,53700.0,56200.0,Butler County Community College (Pa.),64500.0,44200.0,18 to 1
1045,53600.0,65900.0,Cottey College,64400.0,,8 to 1
1046,57100.0,61600.0,Paul D. Camp Community College,64300.0,44700.0,19 to 1
1047,47300.0,54900.0,Saint Martin's University,64300.0,32200.0,12 to 1
1048,47300.0,55500.0,Averett University,64200.0,,13 to 1
1049,50600.0,56200.0,Kirkwood Community College,64100.0,47800.0,28 to 1
1050,49800.0,56400.0,Northwestern College (Iowa),64100.0,46800.0,14 to 1
1051,44900.0,51800.0,Ivy Tech Community College of Indiana-Central Office,64100.0,39700.0,
1052,46800.0,56400.0,Westminster College (Mo.),64000.0,,15 to 1
1053,47600.0,55600.0,Manchester College,63900.0,45800.0,15 to 1
1054,55500.0,59200.0,Piedmont Virginia Community College,63900.0,48200.0,20 to 1
1055,40500.0,47100.0,University of Sioux Falls,63700.0,38900.0,15 to 1
1056,49300.0,53200.0,Northwest University (Wash.),63700.0,,13 to 1
1057,44600.0,55800.0,Georgia Perimeter College,63700.0,38600.0,24 to 1
1058,43900.0,54800.0,Eureka College,63500.0,,14 to 1
1059,50400.0,53700.0,John Wood Community College,63500.0,42800.0,14 to 1
1060,47400.0,58900.0,Valley Forge Christian College,63500.0,,14 to 1
1061,55200.0,60400.0,John Tyler Community College,63500.0,49600.0,24 to 1
1062,49100.0,54700.0,West Virginia State University,63500.0,38800.0,17 to 1
1063,45800.0,49700.0,Middle Georgia College,63300.0,45700.0,22 to 1
1064,54500.0,59500.0,Avila University,63300.0,48400.0,15 to 1
1065,49100.0,53300.0,Warren Wilson College,63300.0,,12 to 1
1066,50100.0,55300.0,Salem College,63200.0,42100.0,10 to 1
1067,50600.0,55700.0,Lee University,63200.0,,18 to 1
1068,46000.0,51300.0,Baker University,63100.0,37600.0,14 to 1
1069,47000.0,57200.0,Catawba College,63100.0,37100.0,15 to 1
1070,51100.0,54200.0,Henderson State University,62900.0,41800.0,17 to 1
1071,46300.0,54800.0,Anderson University (Ind.),62900.0,41000.0,11 to 1
1072,49600.0,53800.0,Trine University,62800.0,43100.0,18 to 1
1073,48100.0,55600.0,Southwest Baptist University,62800.0,36500.0,17 to 1
1074,47100.0,49500.0,Defiance College,62800.0,,12 to 1
1075,55000.0,52200.0,Naropa University,62700.0,38700.0,9 to 1
1076,48700.0,58500.0,Lake Region State College,62700.0,43900.0,12 to 1
1077,46800.0,54400.0,Oklahoma State University-Oklahoma City,62700.0,43300.0,23 to 1
1078,44700.0,54400.0,Snow College,62700.0,46200.0,19 to 1
1079,53700.0,57800.0,Southwest Virginia Community College,62700.0,48000.0,18 to 1
1080,47200.0,54000.0,Taylor University,62600.0,39600.0,12 to 1
1081,48200.0,52200.0,Thiel College,62600.0,45500.0,14 to 1
1082,50200.0,53100.0,Mount Marty College,62600.0,41500.0,13 to 1
1083,43000.0,52900.0,Central Methodist University - College of Liberal Arts & Sciences,62500.0,,15 to 1
1084,50700.0,58200.0,Mountain Empire Community College,62400.0,45000.0,23 to 1
1085,45000.0,50800.0,University of Wisconsin Colleges,62400.0,,25 to 1
1086,53500.0,58700.0,Thomas Nelson Community College,62300.0,47000.0,24 to 1
1087,46300.0,52900.0,Trevecca Nazarene University,62200.0,,16 to 1
1088,50400.0,56800.0,Friends University,62000.0,45200.0,13 to 1
1089,45800.0,51100.0,Eastern Mennonite University,62000.0,41300.0,10 to 1
1090,48900.0,50600.0,Adams State College,61900.0,,17 to 1
1091,48800.0,55300.0,Covenant Theological Seminary,61900.0,,
1092,52900.0,57200.0,Virginia Western Community College,61900.0,49700.0,23 to 1
1093,47200.0,52100.0,Bethel College (Ind.),61800.0,42000.0,13 to 1
1094,53200.0,60600.0,Lord Fairfax Community College,61800.0,45700.0,21 to 1
1095,52600.0,58700.0,Virginia Highlands Community College,61700.0,45100.0,18 to 1
1096,50000.0,54500.0,Concordia University (Neb.),61600.0,32800.0,14 to 1
1097,45500.0,52500.0,Mount Vernon Nazarene University,61500.0,49700.0,14 to 1
1098,47200.0,52300.0,Eastern Nazarene College,61300.0,40100.0,15 to 1
1099,44600.0,50700.0,University of Science and Arts of Oklahoma,61300.0,40900.0,14 to 1
1100,44100.0,51800.0,Bluffton University,61200.0,,13 to 1
1101,47800.0,54100.0,Philadelphia Biblical University,61200.0,,14 to 1
1102,44700.0,51400.0,Spring Arbor University,61100.0,37600.0,15 to 1
1103,39600.0,48000.0,Sterling College (Kan.),61000.0,22900.0,13 to 1
1104,42400.0,49300.0,University of Pikeville,61000.0,36100.0,16 to 1
1105,41200.0,49200.0,Siena Heights University,61000.0,40000.0,12 to 1
1106,41800.0,48200.0,Georgia Highlands College,60900.0,40300.0,22 to 1
1107,50200.0,54000.0,University of Puerto Rico at Bayamon,60900.0,38300.0,22 to 1
1108,48800.0,52700.0,Southwestern College (Kan.),60700.0,,10 to 1
1109,41100.0,47600.0,West Virginia Northern Community College,60700.0,37000.0,21 to 1
1110,43600.0,53300.0,Mount Mary University,60700.0,41400.0,14 to 1
1111,46900.0,53800.0,Ouachita Baptist University,60600.0,43000.0,12 to 1
1112,43600.0,49300.0,Goshen College,60600.0,,10 to 1
1113,45200.0,49000.0,Briar Cliff University,60500.0,40800.0,13 to 1
1114,50200.0,52500.0,New Mexico State University at Carlsbad,60500.0,43700.0,17 to 1
1115,48900.0,56800.0,Ferrum College,60500.0,38300.0,18 to 1
1116,46500.0,53800.0,Saint Joseph's College (Ind.),60300.0,21100.0,14 to 1
1117,44700.0,48700.0,Wilmington College (Ohio),60300.0,,14 to 1
1118,48900.0,55700.0,Patrick Henry Community College,60300.0,46200.0,22 to 1
1119,51100.0,50400.0,Limestone College,60200.0,41300.0,22 to 1
1120,46600.0,53400.0,Asbury College,60000.0,,14 to 1
1121,45700.0,50200.0,Bellevue University,60000.0,,23 to 1
1122,44800.0,49800.0,West Virginia Wesleyan College,59800.0,38700.0,13 to 1
1123,48400.0,52800.0,Salt Lake Community College,59500.0,41600.0,26 to 1
1124,47500.0,53600.0,Heidelberg University,59200.0,,15 to 1
1125,42700.0,48600.0,University of Montana-Western,59000.0,36200.0,18 to 1
1126,51800.0,49000.0,Chowan University,59000.0,43500.0,16 to 1
1127,49200.0,54800.0,Greenville College,58900.0,40000.0,13 to 1
1128,51600.0,57600.0,Nebraska Methodist College,58900.0,44400.0,10 to 1
1129,45700.0,51900.0,Coker College,58700.0,,14 to 1
1130,45600.0,51300.0,Volunteer State Community College,58700.0,43500.0,26 to 1
1131,41500.0,49700.0,Louisiana State University at Eunice,58500.0,40000.0,24 to 1
1132,47500.0,50700.0,Rocky Mountain College,58500.0,33500.0,12 to 1
1133,48000.0,49800.0,Jamestown College,58500.0,44400.0,14 to 1
1134,43500.0,49000.0,Graceland University (Iowa),58400.0,,16 to 1
1135,,48000.0,Manchester Community College (N.H.),58400.0,,11 to 1
1136,43300.0,45800.0,Greensboro College,58400.0,41300.0,13 to 1
1137,44800.0,49700.0,Lakes Region Community College,58300.0,,10 to 1
1138,46200.0,51500.0,Shaw University,57800.0,38900.0,16 to 1
1139,45400.0,52900.0,East Texas Baptist University,57800.0,,15 to 1
1140,50700.0,59800.0,Central Virginia Community College,57800.0,46900.0,19 to 1
1141,,48600.0,White Mountains Community College,57700.0,,7 to 1
1142,45400.0,51800.0,Milligan College,57700.0,,13 to 1
1143,43400.0,49900.0,Mayville State University,57600.0,38100.0,18 to 1
1144,,49400.0,New Hampshire Technical Institute-Concord's Community College,57500.0,,12 to 1
1145,43800.0,48500.0,Carson-Newman College,57400.0,36800.0,12 to 1
1146,46500.0,46500.0,MacMurray College,57200.0,,10 to 1
1147,44400.0,46000.0,Nashua Community College,57200.0,,12 to 1
1148,43800.0,49100.0,Mars Hill College,57000.0,39900.0,12 to 1
1149,45000.0,52500.0,Columbia College (S.C.),57000.0,,13 to 1
1150,,46700.0,Great Bay Community College,56900.0,,9 to 1
1151,47500.0,50400.0,New Mexico State University at Alamogordo,56800.0,43600.0,22 to 1
1152,39300.0,46300.0,Bluefield College,56800.0,38400.0,11 to 1
1153,47200.0,51300.0,New Mexico State University at Grants,56500.0,,22 to 1
1154,46000.0,52600.0,Belmont Abbey College,56500.0,,17 to 1
1155,44800.0,52100.0,Kansas Wesleyan University,56400.0,,13 to 1
1156,49800.0,47800.0,Mississippi University for Women,56300.0,48500.0,14 to 1
1157,43700.0,50100.0,Quincy University,56200.0,39000.0,14 to 1
1158,46900.0,55300.0,Calumet College of Saint Joseph,56200.0,48300.0,11 to 1
1159,43500.0,47400.0,Lewis-Clark State College,55900.0,38700.0,18 to 1
1160,48800.0,54000.0,Pine Manor College,55900.0,,11 to 1
1161,46500.0,49100.0,Bennett College for Women,55800.0,35900.0,11 to 1
1162,39400.0,48000.0,University of the Southwest,55700.0,,11 to 1
1163,39800.0,46600.0,Sullivan County Community College,55700.0,,19 to 1
1164,52900.0,56400.0,Lincoln Memorial University,55600.0,39200.0,13 to 1
1165,41100.0,50500.0,Missouri Baptist University,55200.0,43700.0,21 to 1
1166,43500.0,47700.0,Davis & Elkins College,54700.0,38500.0,13 to 1
1167,40200.0,45800.0,Kentucky Wesleyan College,54500.0,,14 to 1
1168,,48500.0,River Valley Community College,53800.0,,7 to 1
1169,44200.0,51600.0,Oklahoma Panhandle State University,53600.0,34000.0,16 to 1
1170,45300.0,47000.0,Olivet College,53500.0,,19 to 1
1171,45500.0,48300.0,Lincoln Christian University,53200.0,,12 to 1
1172,43900.0,48500.0,Nunez Community College,52900.0,44900.0,25 to 1
1173,44500.0,49800.0,New Mexico State University Dona Ana Community College,52700.0,41600.0,21 to 1
1174,41700.0,49000.0,Toccoa Falls College,52500.0,,13 to 1
1175,47100.0,48800.0,Peninsula College,52300.0,48500.0,17 to 1
1176,43000.0,45000.0,King College,52200.0,34500.0,15 to 1
1177,47600.0,50600.0,Mineral Area College,52100.0,44600.0,22 to 1
1178,42200.0,42700.0,Brevard College,50500.0,,11 to 1
1179,43600.0,49800.0,North Carolina Wesleyan College,50300.0,40700.0,13 to 1
1180,39400.0,40300.0,Lees-McRae College,49800.0,37700.0,15 to 1
1181,38800.0,43500.0,Ohio Valley University,49200.0,,9 to 1
1182,43700.0,43900.0,St. Andrews University,48100.0,31400.0,10 to 1
1183,,42500.0,Faith Baptist Bible College and Theological Seminary,47800.0,,14 to 1
1184,37600.0,,Kentucky Christian University,47200.0,,15 to 1
1185,41900.0,44400.0,Tennessee Wesleyan College,45900.0,37400.0,16 to 1
1186,37900.0,44300.0,Union College (Ky.),45300.0,34300.0,13 to 1
1187,29700.0,36400.0,Universidad Politecnica De Puerto Rico,45200.0,30000.0,17 to 1
1188,35700.0,40000.0,Lackawanna College,45100.0,32200.0,10 to 1
1189,35900.0,38100.0,Tabor College,44400.0,,13 to 1
1190,36600.0,,AIB College of Business,42700.0,37000.0,19 to 1
1191,41800.0,49300.0,Villa Maria College of Buffalo,42200.0,39600.0,9 to 1
1192,,,Lawson State Community College,,,23 to 1
1193,,,Northwest-Shoals Community College,,,23 to 1
1194,,,Prince William Sound Community College,,,12 to 1
1195,,,Cochise College,,,16 to 1
1196,,,Santa Rosa Junior College,,,24 to 1
1197,,,Morgan Community College,,,14 to 1
1198,,,Hartford Seminary,,,
1199,,,Delaware Technical and Community College Owens Campus,,,17 to 1
1200,,,Delaware Technical and Community College-Terry,,,16 to 1
1201,,,Delaware Technical and Community College Stanton-Wilmington Campus,,,16 to 1
1202,41500.0,51600.0,East Georgia College,,37000.0,29 to 1
1203,,,Eastern Idaho Technical College,,,4 to 1
1204,,,North Idaho College,,,17 to 1
1205,,,Highland Community College (Ill.),,,18 to 1
1206,,,Spoon River College,,,17 to 1
1207,,,Hawkeye Community College,,,23 to 1
1208,,,North Iowa Area Community College,,,23 to 1
1209,,,St. John's College (Md.),,,7 to 1
1210,,,Alexandria Technical and Community College,,,23 to 1
1211,,,Anoka Technical College,,,22 to 1
1212,,,Anoka-Ramsey Community College,,,31 to 1
1213,,,Riverland Community College,,,24 to 1
1214,,,Northwest Technical College,,,21 to 1
1215,,,Central Lakes College,,,26 to 1
1216,,,Dakota County Technical College,,,25 to 1
1217,,,Lake Superior College,,,25 to 1
1218,,,Minnesota State Community and Technical College at Fergus Falls,,,21 to 1
1219,,,Minnesota West Community and Technical College,,,20 to 1
1220,,,Hennepin Technical College,,,21 to 1
1221,,,"Hibbing Community College, A Technical and Community College",,,18 to 1
1222,,,Inver Hills Community College,,,26 to 1
1223,,,Itasca Community College,,,22 to 1
1224,,,South Central College,,,21 to 1
1225,,,Mesabi Range Community & Technical College,,,25 to 1
1226,,,Minneapolis Community and Technical College,,,27 to 1
1227,,,North Hennepin Community College,,,28 to 1
1228,,,Normandale Community College,,,27 to 1
1229,,,Northland Community and Technical College,,,21 to 1
1230,,,Pine Technical College,,,23 to 1
1231,,,Rainy River Community College,,,22 to 1
1232,,,Rochester Community and Technical College,,,22 to 1
1233,,,Saint Cloud Technical and Community College,,,25 to 1
1234,,,"Saint Paul College, A Community & Technical College",,,25 to 1
1235,,,Vermilion Community College,,,23 to 1
1236,,,Ridgewater College,,,22 to 1
1237,,,Minnesota State College-Southeast Technical,,,25 to 1
1238,,,Century College,,,27 to 1
1239,,,Pearl River Community College,,,16 to 1
1240,,,Metropolitan Community College Longview,,,26 to 1
1241,,,Metropolitan Community College Maple Woods,,,27 to 1
1242,,,Metropolitan Community College - Penn Valley,,,16 to 1
1243,,,Little Big Horn College,,,30 to 1
1244,,,Central Community College,,,20 to 1
1245,,,Central New Mexico Community College,,,27 to 1
1246,,,Clovis Community College,,,22 to 1
1247,,,New Mexico Junior College,,,18 to 1
1248,,,University of New Mexico at Taos,,,21 to 1
1249,62400.0,100800.0,State University of New York Upstate Medical University,,64600.0,6 to 1
1250,,,Haywood Community College,,,9 to 1
1251,,,Sampson Community College,,,11 to 1
1252,,,Sitting Bull College,,,10 to 1
1253,,,Athenaeum of Ohio,,,7 to 1
1254,47000.0,65200.0,Bowling Green State University Firelands College,,44900.0,20 to 1
1255,54400.0,65000.0,Kent State University at Ashtabula,,,20 to 1
1256,58400.0,67000.0,Kent State University-East Liverpool,,,17 to 1
1257,59300.0,71200.0,Kent State University-Salem,,,18 to 1
1258,,71100.0,Kent State University-Geauga,,,18 to 1
1259,,67700.0,Ohio University Eastern Campus,,,22 to 1
1260,53200.0,67500.0,Ohio University Southern Campus,,,27 to 1
1261,54200.0,67800.0,Ohio University Lancaster Campus,,,26 to 1
1262,,,Oklahoma State University at Okmulgee,,,18 to 1
1263,55100.0,56500.0,University of Pittsburgh at Titusville,,47400.0,12 to 1
1264,,,Aiken Technical College,,,18 to 1
1265,45700.0,47100.0,University of South Carolina-Salkehatchie,,38100.0,25 to 1
1266,,,University of South Carolina at Union,,,19 to 1
1267,,,Spartanburg Methodist College,,,19 to 1
1268,,,Blinn College,,,26 to 1
1269,,,Central Texas College,,,12 to 1
1270,53400.0,,Lamar State College-Orange,,40300.0,19 to 1
1271,,,Vernon College,,,16 to 1
1272,,,Marlboro College,,,8 to 1
1273,47200.0,60700.0,Dabney S. Lancaster Community College,,56600.0,18 to 1
1274,49700.0,56100.0,Eastern Shore Community College,,,15 to 1
1275,51200.0,56800.0,Rappahannock Community College,,48800.0,22 to 1
1276,,,Clark College,,,17 to 1
1277,,,Evergreen State College,,,23 to 1
1278,,,Wenatchee Valley College,,,20 to 1
1279,,,DeKalb Technical College,,,27 to 1
1280,,,NorthWest Arkansas Community College,,,19 to 1
1281,,,Fond du Lac Tribal and Community College,,,27 to 1
1282,,,Metropolitan Community College Blue River,,,20 to 1
1283,,,Metropolitan Community College-Business and Technology,,,11 to 1
1284,46100.0,,"Shorter University, College of Professional Studies",,,25 to 1
